Date,005930.KS,000660.KS,006400.KS
2016-01-05,0.0024865393457934415,0.014815224089178815,0.0219788161393408
2016-01-06,-0.027698134608056826,0.004889862401778492,-0.004357245219081925
2016-01-07,-0.010265089324100026,-0.018048151215319365,-0.03104462231785236
2016-01-08,0.006855513972656126,-0.016694880547991838,0.017857658637333025
2016-01-11,-0.01635892345440903,-0.035993614753693226,-0.013363258601471336
2016-01-12,-0.005221740846545179,-0.030117322892721878,-0.022676836015295892
2016-01-13,0.001743647908666159,0.01073368211815789,0.00457675200709357
2016-01-14,-0.008749022017435928,-0.007143077392666356,0.0
2016-01-15,-0.005286039393674563,-0.040224739094599594,0.0
2016-01-18,-0.0053145736756423255,-0.003738338828011643,-0.018433745629781038
2016-01-19,0.03918665147904072,0.0581982577128648,-0.07332106987578103
2016-01-20,-0.028586038409723867,-0.05445991888485324,0.005988023491276607
2016-01-21,-0.0061699713382685865,-0.0074908718492166055,0.0
2016-01-22,0.03219058954793114,0.020466088253469367,0.014815120080469736
2016-01-25,-0.005150132147144015,0.03082728108588445,0.004889996502908798
2016-01-26,-0.02174953617432396,-0.005371568516717932,-0.15936759656879426
2016-01-27,0.03287466387297352,-0.0072068711889359234,0.01926402441677481
2016-01-28,-0.025863586685131806,0.0,0.013378086168287498
2016-01-29,0.004357933527499206,-0.012739161360439427,0.03482399003858616
2016-02-01,0.011240563833532627,0.03950237868932147,0.0
2016-02-02,-0.006036939752172039,0.0017588674902520429,-0.007514657998156752
2016-02-03,-0.008688210576125998,-0.03578199857363946,-0.008658152861437802
2016-02-04,0.00868821057612608,0.0234036724572879,0.04151736645906159
2016-02-05,0.006896024578196938,0.0,-0.0041796937217724595
2016-02-11,-0.02964440505921589,-0.0343926000830132,-0.03191767981871259
2016-02-12,0.0,0.007339433711423805,-0.0032485043847561793
2016-02-15,0.021016809949692787,0.012715940613165506,0.011859971371863764
2016-02-16,0.012058604056092864,0.04240905795368311,0.02330621283160489
2016-02-17,0.014449682170751136,0.03902109149851389,0.027879967184310447
2016-02-18,0.001686731495986701,0.004979212382476021,0.011139430780242914
2016-02-19,0.0025239878519807885,-0.02006728104066839,-0.008088943054581434
2016-02-22,-0.012685405967213074,0.010083791425903793,0.008088943054581466
2016-02-23,0.005093404374228221,0.01658434930575854,-0.026532280448378454
2016-02-24,-0.0076497617228709226,0.016313574548225532,0.023506568903842978
2016-02-25,0.005955088248102523,-0.003241508122647413,-0.015267673078662116
2016-02-26,-0.005955088248102575,0.0,0.015267673078662171
2016-02-29,0.00510662033110803,-0.026317351471432472,0.009049807572777888
2016-03-02,0.01600031274751239,0.031175467161243916,0.010950824378368085
2016-03-03,0.019032344880539908,0.031799186397389996,-0.015968408008823643
2016-03-04,-0.0041067587902667586,-0.0015661782052949302,-0.020325950762860246
2016-03-07,0.006563171698884378,0.0,0.022335941445662436
2016-03-08,-0.025674905964878487,-0.04487917340212817,0.0020061206844690003
2016-03-09,0.00167683458270062,0.001637791719402101,0.0010014722631845037
2016-03-10,0.025631824587643567,-0.008216865171854118,0.010950824378368085
2016-03-11,0.019402335494191177,0.013115001137609604,-0.009950354058542728
2016-03-14,0.004792254224611649,-0.011466188679817272,-0.012072544260523779
2016-03-15,-0.0015949673311666304,-0.014938105216455026,-0.006091452867786888
2016-03-16,0.002391696844575941,-0.0236896536466823,0.0010178635337741888
2016-03-17,0.005557327421070075,0.001710796320149212,0.012133498768541999
2016-03-18,0.007886825642787271,0.006814367279398132,0.00401216450616936
2016-03-21,-0.004724528696417552,0.0033899239935791677,0.03540182012272124
