Date,portfolio,Rolling_VaR_95,Violation_95,Rolling_VaR_99,Violation_99,var_moderate_threshold,var_high_threshold,risk_regime,suggested_exposure,reduce_signal
2017-04-10,-0.002684918307189,-0.0206298590082738,False,-0.0302862359330611,False,-0.0210226061115585,-0.0210226061115585,LOW,1.0,False
2017-04-11,-0.0073916432873593,-0.0206298590082738,False,-0.0302862359330611,False,-0.0210226061115585,-0.0210226061115585,LOW,1.0,False
2017-04-12,-0.0040179933399687,-0.0206298590082738,False,-0.0302862359330611,False,-0.0210226061115585,-0.0210226061115585,LOW,1.0,False
2017-04-13,0.0190522801259012,-0.0206298590082738,False,-0.0302862359330611,False,-0.0210226061115585,-0.0210226061115585,LOW,1.0,False
2017-04-14,-0.007725498868291,-0.0206298590082738,False,-0.0302862359330611,False,-0.02070840842893074,-0.0210226061115585,LOW,1.0,False
2017-04-17,-0.0101880101629304,-0.0206298590082738,False,-0.0302862359330611,False,-0.0206298590082738,-0.0210226061115585,MODERATE,0.8,True
2017-04-18,0.0049795699417466,-0.0206298590082738,False,-0.0302862359330611,False,-0.0206298590082738,-0.0210226061115585,MODERATE,0.8,False
2017-04-19,-0.0059406986934313,-0.0206298590082738,False,-0.0302862359330611,False,-0.0206298590082738,-0.02066913371860227,MODERATE,0.8,False
2017-04-20,0.0149197055785078,-0.0206298590082738,False,-0.0302862359330611,False,-0.0206298590082738,-0.0206298590082738,HIGH,0.6,True
2017-04-21,0.0078171409029568,-0.0206298590082738,False,-0.0302862359330611,False,-0.0206298590082738,-0.0206298590082738,HIGH,0.6,False
