Date,portfolio,Rolling_VaR_95,Violation_95,Rolling_VaR_99,Violation_99,var_moderate_threshold,var_high_threshold,risk_regime,suggested_exposure,reduce_signal
2018-10-29,-0.002098611716773,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-10-30,0.0230974666051001,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-10-31,0.0011017098215845,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-01,-0.011541093549147,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-02,0.0444443200269922,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-05,-0.0103114766355631,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-06,-0.0044030005141865,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-07,-0.0019727879704624,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-08,0.0093946706273808,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-09,-0.0168239768151209,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-12,0.0177680709376575,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-13,-0.0216412872496863,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-14,-0.0077307070676028,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-15,0.0145218528014981,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-16,-0.0128925111971351,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-19,-0.0003252557254433,-0.0312160584904837,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-20,-0.0385880318505506,-0.0346372542552191,True,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-21,-0.0001632431202394,-0.0346372542552191,False,-0.0470641099177592,False,-0.0312160584904837,-0.0312160584904837,HIGH,0.6,False
2018-11-22,0.005400192744248,-0.0346372542552191,False,-0.0470641099177592,False,-0.0312160584904837,-0.031558178066957245,HIGH,0.6,False
2018-11-23,-0.0117760423697512,-0.0346372542552191,False,-0.0470641099177592,False,-0.0312160584904837,-0.0346372542552191,HIGH,0.6,False
2018-11-26,0.0165393935059835,-0.0346372542552191,False,-0.0470641099177592,False,-0.0312160584904837,-0.0346372542552191,HIGH,0.6,False
2018-11-27,0.0086480112981091,-0.0346372542552191,False,-0.0470641099177592,False,-0.03190029764343078,-0.0346372542552191,HIGH,0.6,False
2018-11-28,0.0051159896334698,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-11-29,-0.001063192787587,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-11-30,-0.0239823032286927,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-12-03,0.0378720350423171,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-12-04,-0.019548453418483,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-12-05,-0.0125349081835457,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-12-06,-0.0320092859602606,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-12-07,0.0076995320258085,-0.0346372542552191,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2018-12-10,-0.0191852947120906,-0.0331536717345892,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-11,-0.0034712799759484,-0.0331536717345892,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-12,0.0163541872780059,-0.0331536717345892,False,-0.0470641099177592,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-13,0.0045074120698745,-0.0300716727161551,False,-0.0434737462622062,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-14,-0.0448600215449005,-0.0331536717345892,True,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-17,0.0062820114232239,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-18,-0.0154096003500014,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-19,0.0110224051323947,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-20,-0.0149746849583925,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-21,0.0248884335230716,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-24,-0.0002862518418337,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-26,-0.0063119842672503,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-27,0.0241617693995616,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2018-12-28,-0.0043830193334451,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-02,-0.0122144451337975,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-03,-0.0384812645171421,-0.0346372542552191,True,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,True
2019-01-04,-0.001184568998952,-0.0346372542552191,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,HIGH,0.6,False
2019-01-07,0.0391846945664605,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-08,-0.0005152795345945,-0.0331536717345892,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-09,0.0487553465798448,-0.0300716727161551,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-10,0.0112071246163879,-0.0300716727161551,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-11,0.0106116274341371,-0.0300716727161551,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-14,-0.0180107530411018,-0.0300716727161551,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-15,0.0250758624232802,-0.0300716727161551,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-16,0.0118642422642043,-0.0300716727161551,False,-0.0454665141947982,False,-0.0346372542552191,-0.0346372542552191,LOW,1.0,False
2019-01-17,-0.0067896315709929,-0.0300716727161551,False,-0.0454665141947982,False,-0.03345038823871518,-0.0346372542552191,LOW,1.0,False
2019-01-18,0.0019427583792768,-0.0300716727161551,False,-0.0454665141947982,False,-0.0331536717345892,-0.0346372542552191,LOW,1.0,False
2019-01-21,0.0213727820782901,-0.0300716727161551,False,-0.0454665141947982,False,-0.0331536717345892,-0.0346372542552191,LOW,1.0,False
2019-01-22,-0.0174495790019314,-0.0281943983246952,False,-0.0454665141947982,False,-0.0331536717345892,-0.03330202998665219,LOW,1.0,False
2019-01-23,0.0019874555348357,-0.0281943983246952,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-01-24,0.0188905554073035,-0.0281943983246952,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-01-25,0.0419422230762949,-0.0281943983246952,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-01-28,-0.0112422884917563,-0.0281943983246952,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-01-29,0.006321115367043,-0.0281943983246952,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-01-30,0.0162344872470954,-0.0281943983246952,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-01-31,-0.0173468232770476,-0.0275212766055772,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-02-01,0.0155222979162811,-0.0275212766055772,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-02-07,0.0209774028443031,-0.0275212766055772,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-02-08,-0.0265525432713621,-0.0275212766055772,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-02-11,0.0013878212862877,-0.0275212766055772,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-02-12,0.0156888803583358,-0.0275212766055772,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-02-13,0.0052058071252973,-0.0275212766055772,False,-0.0454665141947982,False,-0.0331536717345892,-0.0331536717345892,LOW,1.0,False
2019-02-14,0.0172419849491472,-0.0275212766055772,False,-0.0454665141947982,False,-0.030688072519841923,-0.0331536717345892,LOW,1.0,False
2019-02-15,-0.0325059172796777,-0.0281943983246952,True,-0.0454665141947982,False,-0.0300716727161551,-0.0331536717345892,LOW,1.0,False
2019-02-18,0.0175998354918459,-0.0281943983246952,False,-0.0454665141947982,False,-0.0300716727161551,-0.0331536717345892,LOW,1.0,False
2019-02-19,-0.0029169181366834,-0.0275212766055772,False,-0.0454665141947982,False,-0.0300716727161551,-0.030379872617998512,LOW,1.0,False
2019-02-20,0.016419069289233,-0.0275212766055772,False,-0.0454665141947982,False,-0.0300716727161551,-0.0300716727161551,LOW,1.0,False
2019-02-21,-0.0013742037796862,-0.0275212766055772,False,-0.0454665141947982,False,-0.0300716727161551,-0.0300716727161551,LOW,1.0,False
2019-02-22,-0.0020231257418293,-0.0275212766055772,False,-0.0454665141947982,False,-0.0300716727161551,-0.0300716727161551,LOW,1.0,False
2019-02-25,0.0018796138118269,-0.0275212766055772,False,-0.0454665141947982,False,-0.0300716727161551,-0.0300716727161551,LOW,1.0,False
2019-02-26,-0.0119952646086128,-0.0275212766055772,False,-0.0454665141947982,False,-0.0300716727161551,-0.0300716727161551,LOW,1.0,False
2019-02-27,-0.0088017074273287,-0.0275212766055772,False,-0.0454665141947982,False,-0.028569853202987182,-0.0300716727161551,LOW,1.0,False
2019-02-28,-0.0312451616821537,-0.0281943983246952,True,-0.0454665141947982,False,-0.0281943983246952,-0.0300716727161551,MODERATE,0.8,True
2019-03-04,2.36025220294667e-05,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0300716727161551,MODERATE,0.8,False
2019-03-05,-0.0177697453322457,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.028382125763841193,MODERATE,0.8,False
2019-03-06,-0.0067498345121262,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,True
2019-03-07,-0.0082796050634967,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-08,-0.0178271481264179,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-11,-0.006210074109245,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-12,0.0099315503271867,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-13,-0.0066428672640472,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-14,-0.0068172090168847,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-15,0.0058021190366853,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-18,-0.0084311796574749,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-19,0.0032984868694009,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-20,0.0099822323237062,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-21,0.0536036582217907,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-22,0.0005326645563771,-0.0281943983246952,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-25,-0.0305832016744542,-0.0294299347875422,True,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-26,-0.0019557898971786,-0.0294299347875422,False,-0.0454665141947982,False,-0.0281943983246952,-0.0281943983246952,HIGH,0.6,False
2019-03-27,0.0047244316246654,-0.0294299347875422,False,-0.0454665141947982,False,-0.0281943983246952,-0.0283179519709799,HIGH,0.6,False
2019-03-28,-0.0037439494833648,-0.0294299347875422,False,-0.0454665141947982,False,-0.0281943983246952,-0.0294299347875422,HIGH,0.6,False
2019-03-29,0.0118517860725879,-0.0294299347875422,False,-0.0454665141947982,False,-0.0281943983246952,-0.0294299347875422,HIGH,0.6,False
2019-04-01,0.0166774118725999,-0.0294299347875422,False,-0.0454665141947982,False,-0.028441505617264603,-0.0294299347875422,HIGH,0.6,False
2019-04-02,0.0058043568747139,-0.0294299347875422,False,-0.0454665141947982,False,-0.0294299347875422,-0.0294299347875422,HIGH,0.6,False
2019-04-03,0.024118366167409,-0.0294299347875422,False,-0.0454665141947982,False,-0.0294299347875422,-0.0294299347875422,HIGH,0.6,False
2019-04-04,-0.0030646947387989,-0.0294299347875422,False,-0.0454665141947982,False,-0.0294299347875422,-0.0294299347875422,HIGH,0.6,False
2019-04-05,-0.0012134159068243,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-08,-0.0053364619195406,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-09,0.0018523031565119,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-10,0.0045240340328245,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-11,0.0048720425182205,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-12,0.0066778154192464,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-15,0.006720941524301,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-16,0.0043287142353849,-0.0281943983246952,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-17,0.0013911245700104,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-18,-0.018983905317308,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-19,0.0114843115297723,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-22,7.294612467503413e-05,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-23,-0.0033600345963957,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-24,-0.0159665031084821,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-25,0.0085770909107039,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-26,-0.0066800027766035,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-29,0.0226090126878765,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-04-30,-0.0028244217382072,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-05-02,0.009567572165719,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-05-03,-0.0042298420679749,-0.027760148440139,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-05-07,-0.0054071501055958,-0.027422757554371,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-05-08,-0.0028248297863928,-0.027422757554371,False,-0.042493307423365,False,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-05-09,-0.056783743934875,-0.0283663395527535,True,-0.0454665141947982,True,-0.0294299347875422,-0.0294299347875422,LOW,1.0,False
2019-05-10,-0.0043290638535498,-0.0283663395527535,False,-0.0454665141947982,False,-0.02857905859971124,-0.0294299347875422,LOW,1.0,False
2019-05-13,-0.0097886528043933,-0.0283663395527535,False,-0.0454665141947982,False,-0.0283663395527535,-0.0294299347875422,MODERATE,0.8,True
2019-05-14,-0.0035266560808352,-0.0283663395527535,False,-0.0454665141947982,False,-0.0283663395527535,-0.0294299347875422,MODERATE,0.8,False
2019-05-15,0.0102792539683514,-0.0283663395527535,False,-0.0454665141947982,False,-0.0283663395527535,-0.02847269907623237,MODERATE,0.8,False
2019-05-16,-0.0273965752117799,-0.0288305571199833,False,-0.0454665141947982,False,-0.0283663395527535,-0.02841276130947648,HIGH,0.6,True
2019-05-17,-0.0057603017378186,-0.0288305571199833,False,-0.0454665141947982,False,-0.0283663395527535,-0.02841276130947648,HIGH,0.6,False
2019-05-20,-0.0078976783207176,-0.0288305571199833,False,-0.0454665141947982,False,-0.0283663395527535,-0.02841276130947648,HIGH,0.6,False
2019-05-21,0.0093611731108026,-0.0288305571199833,False,-0.0454665141947982,False,-0.0283663395527535,-0.0288305571199833,HIGH,0.6,False
2019-05-22,0.0007158113205382,-0.0288305571199833,False,-0.0454665141947982,False,-0.0283663395527535,-0.0288305571199833,HIGH,0.6,False
2019-05-23,0.0014036364279193,-0.0288305571199833,False,-0.0454665141947982,False,-0.02845918306619946,-0.0288305571199833,HIGH,0.6,False
2019-05-24,-0.0100507431890356,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-05-27,-0.0030878383194498,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-05-28,-0.0175823312517401,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-05-29,-0.0130088056201225,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-05-30,0.020908051666402,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-05-31,0.0042756950733023,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-03,0.0263856409096538,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-04,-0.0051224653426304,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-05,-0.0017108729253443,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-07,0.0111290565519653,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-10,0.0187235231151392,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-11,0.0051867698177936,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-12,-0.0136344832311081,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-13,-0.0114177300481431,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-14,-0.0030140620409756,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-17,0.0016907268542384,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-18,-0.001724055880331,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-19,0.0282602118557056,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-20,0.0058337885537014,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-21,-0.0119217796549318,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-24,-0.0014868833006823,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-25,-0.0009933233896719,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-26,0.0115473321494296,-0.0288305571199833,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,HIGH,0.6,False
2019-06-27,0.0267560752187361,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-06-28,-0.0011820227775363,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-01,0.001648026709976,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-02,-0.0008504709088328,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-03,-0.0192365196699215,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-04,0.018115936603872,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-05,-0.0119024531106574,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-08,-0.0205134275763159,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-09,0.0074869701211257,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-10,0.0236041902746173,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-11,0.015683816445228,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-12,0.0071206632236994,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-15,0.009102873906803,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-16,0.0051984602095453,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-17,-0.0123771274184323,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-18,0.0021885244431294,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-19,0.0142647975518337,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-22,0.0090206569140576,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-23,0.0037792870948963,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-24,-0.0163649175238984,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-25,0.0040261193926654,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-26,0.0007288016480231,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-29,-0.023751536847454,-0.0269323576445501,False,-0.0454665141947982,False,-0.0288305571199833,-0.0288305571199833,LOW,1.0,False
2019-07-30,0.0228093336280854,-0.0269323576445501,False,-0.0454665141947982,False,-0.027311997539636743,-0.0288305571199833,LOW,1.0,False
2019-07-31,-0.0007997809558276,-0.0269323576445501,False,-0.0454665141947982,False,-0.0269323576445501,-0.0288305571199833,MODERATE,0.8,True
2019-08-01,0.0016754345205416,-0.0259452923660662,False,-0.042493307423365,False,-0.0269323576445501,-0.0288305571199833,LOW,1.0,False
2019-08-02,-0.0047844092965357,-0.0259452923660662,False,-0.042493307423365,False,-0.0269323576445501,-0.027122177592093424,LOW,1.0,False
2019-08-05,-0.0220401271525198,-0.0259452923660662,False,-0.042493307423365,False,-0.0269323576445501,-0.0269323576445501,LOW,1.0,False
2019-08-06,-0.028554188675515,-0.0269323576445501,True,-0.042493307423365,False,-0.0269323576445501,-0.0269323576445501,HIGH,0.6,True
2019-08-07,0.0029511191725912,-0.0269323576445501,False,-0.042493307423365,False,-0.0269323576445501,-0.0269323576445501,HIGH,0.6,False
2019-08-08,-0.00814313232497,-0.0269323576445501,False,-0.042493307423365,False,-0.0269323576445501,-0.0269323576445501,HIGH,0.6,False
2019-08-09,0.0243236317019782,-0.0269323576445501,False,-0.042493307423365,False,-0.0269323576445501,-0.0269323576445501,HIGH,0.6,False
2019-08-12,0.0123173737102821,-0.0269323576445501,False,-0.042493307423365,False,-0.0269323576445501,-0.0269323576445501,HIGH,0.6,False
