Date,portfolio,Rolling_VaR_95,Violation_95,Rolling_VaR_99,Violation_99
2017-01-10,0.002955554930613533,-0.022329952099124178,False,-0.03277357240293121,False
2017-01-11,0.0213518263403798,-0.022329952099124178,False,-0.03277357240293121,False
2017-01-12,-0.0020259417874259,-0.022329952099124178,False,-0.03277357240293121,False
2017-01-13,-0.010848461056550799,-0.022329952099124178,False,-0.03277357240293121,False
2017-01-16,-0.025434720746597098,-0.02304369719788041,True,-0.03277357240293121,False
2017-01-17,0.004181782142508566,-0.02304369719788041,False,-0.03277357240293121,False
2017-01-18,-0.007652068920778533,-0.02304369719788041,False,-0.03277357240293121,False
2017-01-19,-0.011497714746975531,-0.02304369719788041,False,-0.03277357240293121,False
2017-01-20,0.0007223545028899334,-0.02304369719788041,False,-0.03277357240293121,False
2017-01-23,0.015509527843006498,-0.02304369719788041,False,-0.03277357240293121,False
2017-01-24,0.016861776825147733,-0.02304369719788041,False,-0.03277357240293121,False
2017-01-25,0.01879545257056463,-0.02304369719788041,False,-0.03277357240293121,False
2017-01-26,0.024575432482194334,-0.022030142273758827,False,-0.03277357240293121,False
2017-01-31,-0.0026439762873514336,-0.022030142273758827,False,-0.03277357240293121,False
2017-02-01,0.006110569799554433,-0.022030142273758827,False,-0.03277357240293121,False
2017-02-02,-0.004042755586695767,-0.022030142273758827,False,-0.03277357240293121,False
2017-02-03,0.006479653587351832,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-06,0.010546375377058933,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-07,-0.0060653941079626995,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-08,0.0030485753258842003,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-09,-0.002415777286604701,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-10,-0.02053426570820603,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-13,-0.0015372301835961995,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-14,-0.014476761225323532,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-15,0.0013943743295461997,-0.021022723537653533,False,-0.03144005359742605,False
2017-02-16,0.0035980748278133332,-0.0206298738621725,False,-0.03028626920574719,False
2017-02-17,0.006626907156179766,-0.0206298738621725,False,-0.03028626920574719,False
2017-02-20,0.002299798287368166,-0.0206298738621725,False,-0.03028626920574719,False
2017-02-21,0.0130436835186547,-0.0206298738621725,False,-0.03028626920574719,False
2017-02-22,-0.0042794424636409,-0.0206298738621725,False,-0.03028626920574719,False
2017-02-23,0.0030423439922904662,-0.0206298738621725,False,-0.03028626920574719,False
2017-02-24,-0.02802832731338323,-0.021022723537653533,True,-0.03028626920574719,False
2017-02-27,-0.006803388285599069,-0.021022723537653533,False,-0.03028626920574719,False
2017-02-28,0.013554382152144665,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-02,0.017981165551319397,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-03,-0.015559178939401733,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-06,0.019402716529492197,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-07,-0.0027393731785431666,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-08,0.0075637771791896655,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-09,-0.006472727099201299,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-10,0.005440244250148099,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-13,0.02709539345808283,-0.021022723537653533,False,-0.03028626920574719,False
2017-03-14,0.0078765639665038,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-15,-0.004812713333384232,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-16,0.0071340047613935,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-17,-0.012255624115776501,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-20,-0.002886396165494033,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-21,0.004859326391389433,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-22,0.0093174123703557,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-23,-0.005362837695169766,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-24,0.004745771458561134,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-27,0.003096930051416,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-28,0.005383664270433133,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-29,0.015364575652122233,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-30,-0.0071452858677062666,-0.0206298738621725,False,-0.03028626920574719,False
2017-03-31,-0.005238446707266633,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-03,0.010408248351792599,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-04,-0.0037223471570154666,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-05,0.0007166988667411996,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-06,-0.010815279587562832,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-07,0.0007706256694618667,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-10,-0.0026849765529363655,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-11,-0.007391554778747067,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-12,-0.004018139572243068,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-13,0.019051940835088335,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-14,-0.007725162026149267,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-17,-0.010187978840358733,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-18,0.0049793727610909,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-19,-0.005940372873700033,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-20,0.01491937378487863,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-21,0.007817234532872632,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-24,0.006456804233192833,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-25,0.015200333354395865,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-26,0.010141180980229866,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-27,-0.0022808143391610664,-0.0206298738621725,False,-0.03028626920574719,False
2017-04-28,0.012013020303967633,-0.0206298738621725,False,-0.03028626920574719,False
2017-05-02,0.0106170505167279,-0.0206298738621725,False,-0.03028626920574719,False
2017-05-04,0.011182900384473365,-0.0206298738621725,False,-0.03028626920574719,False
2017-05-08,0.0238351796445364,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-10,-0.01910155202402703,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-11,0.023475417789306667,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-12,0.0023715551332297658,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-15,0.0060057570838166,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-16,-0.0019565877208721663,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-17,0.0004049094718519327,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-18,-0.0044639235574027,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-19,-0.008314751872378134,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-22,0.0147772432994985,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-23,-0.004610346973886667,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-24,0.0049674225801671,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-25,0.002709706910925033,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-26,0.016912390465523064,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-29,0.0125938165168971,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-30,-0.011141184267176732,-0.020496805482641878,False,-0.03028626920574719,False
2017-05-31,0.00013683819625043324,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-01,-0.018081830818651234,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-02,0.013526744352180532,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-05,-0.006034480228130466,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-07,0.002908543739584334,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-08,-0.0029742544288413335,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-09,0.007677043791238033,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-12,-0.02633076033203303,-0.0206298738621725,True,-0.03028626920574719,False
2017-06-13,0.0142882076338678,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-14,0.0014233750146914667,-0.020496805482641878,False,-0.03028626920574719,False
2017-06-15,0.012877548367872133,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-16,-0.011298382389963165,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-19,0.03606036843202447,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-20,0.019576700621640634,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-21,0.0037857239152303004,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-22,0.016803904978755634,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-23,-0.0013568168285968333,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-26,0.0329971992806128,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-27,0.015124847787387333,-0.019715623906445986,False,-0.03028626920574719,False
2017-06-28,-0.024525551486140336,-0.020496805482641878,True,-0.03028626920574719,False
2017-06-29,0.0041158115602897005,-0.020496805482641878,False,-0.03028626920574719,False
