Date,portfolio,Rolling_tVaR_95,Violation_tVaR_95,Rolling_GARCHVaR_95,Violation_GARCHVaR_95,Rolling_tVaR_99,Violation_tVaR_99,Rolling_GARCHVaR_99,Violation_GARCHVaR_99
2017-02-27,-0.0068034075538267996,-0.018669575495275904,False,-0.016586026048019686,False,-0.030400505377274723,False,-0.02425312311270582,False
2017-02-28,0.013554226452458766,-0.018745490523956895,False,-0.016586026048019686,False,-0.030410224772634616,False,-0.02425312311270582,False
2017-03-02,0.017981163820356368,-0.0187171075927219,False,-0.016586026048019686,False,-0.030321022076239802,False,-0.02425312311270582,False
2017-03-03,-0.015559116107248132,-0.018753792551503314,False,-0.016586026048019686,False,-0.03031182768260446,False,-0.02425312311270582,False
2017-03-06,0.019402606799029568,-0.01888799995254381,False,-0.021227925404747015,False,-0.03036788484990434,False,-0.030778225349762316,False
2017-03-07,-0.0027392826141783666,-0.018926013323038362,False,-0.021227925404747015,False,-0.030322335528467595,False,-0.030778225349762316,False
2017-03-08,0.007563755322094233,-0.018913706776178207,False,-0.021227925404747015,False,-0.030320399308965906,False,-0.030778225349762316,False
2017-03-09,-0.006472685218137599,-0.018864844556305112,False,-0.021227925404747015,False,-0.030337434174960445,False,-0.030778225349762316,False
2017-03-10,0.005440445336015068,-0.018947739086214204,False,-0.021227925404747015,False,-0.030416379409584738,False,-0.030778225349762316,False
2017-03-13,0.027095140500764732,-0.018837042642169136,False,-0.017404657136615362,False,-0.030376154034446004,False,-0.025372718946808422,False
2017-03-14,0.007876743901124566,-0.01895568714500492,False,-0.017404657136615362,False,-0.030518701110747615,False,-0.025372718946808422,False
2017-03-15,-0.004812861932675933,-0.018667231315590022,False,-0.017404657136615362,False,-0.030247944215228098,False,-0.025372718946808422,False
2017-03-16,0.0071339462416484985,-0.018719107693723466,False,-0.017404657136615362,False,-0.030260135808714197,False,-0.025372718946808422,False
2017-03-17,-0.012255715083463365,-0.01871907127654285,False,-0.017404657136615362,False,-0.030278098517335112,False,-0.025372718946808422,False
2017-03-20,-0.002886198117194633,-0.018875761438300186,False,-0.019899523469624703,False,-0.030352895577015253,False,-0.028940299458964848,False
2017-03-21,0.004859225996929267,-0.018842496954945387,False,-0.019899523469624703,False,-0.030349252346231845,False,-0.028940299458964848,False
2017-03-22,0.009317493595519099,-0.018746469834524996,False,-0.019899523469624703,False,-0.030314423709307464,False,-0.028940299458964848,False
2017-03-23,-0.005362739008255166,-0.018653175854430517,False,-0.019899523469624703,False,-0.030248478037223813,False,-0.028940299458964848,False
2017-03-24,0.004745583989276734,-0.018730492429519147,False,-0.019899523469624703,False,-0.03029102864148695,False,-0.028940299458964848,False
2017-03-27,0.0030968379465764004,-0.018734187977827006,False,-0.017235144158021697,False,-0.030301805403298493,False,-0.025200996253962337,False
2017-03-28,0.0053838238010364,-0.018741904430796943,False,-0.017235144158021697,False,-0.0303632955501857,False,-0.025200996253962337,False
2017-03-29,0.0153644333669304,-0.018730429942721578,False,-0.017235144158021697,False,-0.030426899745463344,False,-0.025200996253962337,False
2017-03-30,-0.0071451327126315,-0.018679054218629896,False,-0.017235144158021697,False,-0.030327226669156212,False,-0.025200996253962337,False
2017-03-31,-0.005238684736296734,-0.018628713059916032,False,-0.017235144158021697,False,-0.030316036316174483,False,-0.025200996253962337,False
2017-04-03,0.010408553138482999,-0.01861187018457678,False,-0.017731265890185442,False,-0.030316121558464474,False,-0.025925124071798963,False
2017-04-04,-0.0037226365296273664,-0.01851538602757745,False,-0.017731265890185442,False,-0.03024244182898945,False,-0.025925124071798963,False
2017-04-05,0.0007167770037867999,-0.018572929801553693,False,-0.017731265890185442,False,-0.030268985772213448,False,-0.025925124071798963,False
2017-04-06,-0.010815153172649233,-0.018552259728172947,False,-0.017731265890185442,False,-0.030263713381855926,False,-0.025925124071798963,False
2017-04-07,0.0007705857097213337,-0.018606232447575935,False,-0.017731265890185442,False,-0.030272308652946753,False,-0.025925124071798963,False
2017-04-10,-0.0026849583472057332,-0.018470385789609776,False,-0.016892918281960108,False,-0.03025086767559896,False,-0.02477359457921408,False
2017-04-11,-0.007391553148028066,-0.018524341966651394,False,-0.016892918281960108,False,-0.030310387512794006,False,-0.02477359457921408,False
2017-04-12,-0.0040181801288679,-0.018395696212340655,False,-0.016892918281960108,False,-0.03021613673527098,False,-0.02477359457921408,False
2017-04-13,0.019052222000462367,-0.018375456189499283,False,-0.016892918281960108,False,-0.03021787181720307,False,-0.02477359457921408,False
2017-04-14,-0.007725499782691733,-0.018361531326661868,False,-0.016892918281960108,False,-0.03012479599899677,False,-0.02477359457921408,False
2017-04-17,-0.010187842641062666,-0.018463024725324274,False,-0.018173569142856984,False,-0.030213225836870555,False,-0.026601513140941977,False
2017-04-18,0.0049794036555493,-0.018585751347212236,False,-0.018173569142856984,False,-0.030238698281242163,False,-0.026601513140941977,False
2017-04-19,-0.0059404939028321,-0.01857467142016587,False,-0.018173569142856984,False,-0.03022181300764459,False,-0.026601513140941977,False
2017-04-20,0.014919497809152265,-0.018636477481144154,False,-0.018173569142856984,False,-0.03032532965881851,False,-0.026601513140941977,False
2017-04-21,0.007817198239211965,-0.01864617977736568,False,-0.018173569142856984,False,-0.030317178878414366,False,-0.026601513140941977,False
2017-04-24,0.006456911471995499,-0.01859434179904377,False,-0.017387195697133605,False,-0.030261429615669855,False,-0.025450296751037767,False
2017-04-25,0.015200446700066431,-0.018540961123820743,False,-0.017387195697133605,False,-0.030218656422053115,False,-0.025450296751037767,False
2017-04-26,0.01014105384126843,-0.01855689182367848,False,-0.017387195697133605,False,-0.03015588883394752,False,-0.025450296751037767,False
2017-04-27,-0.002281053833340066,-0.018516741783364894,False,-0.017387195697133605,False,-0.03008797149114991,False,-0.025450296751037767,False
2017-04-28,0.012013214966113333,-0.018566564217799366,False,-0.017387195697133605,False,-0.0301406261894644,False,-0.025450296751037767,False
2017-05-02,0.0106170139288136,-0.01851466609079359,False,-0.01820495970545388,False,-0.03012202711168385,False,-0.026637396074563047,False
2017-05-04,0.0111829297624239,-0.01849964582929369,False,-0.01820495970545388,False,-0.03014188012050915,False,-0.026637396074563047,False
2017-05-08,0.02383508082581593,-0.018499193435910655,False,-0.01820495970545388,False,-0.0300963648205831,False,-0.026637396074563047,False
2017-05-10,-0.01910159702246903,-0.018268774288127555,True,-0.01820495970545388,True,-0.029770934295905615,False,-0.026637396074563047,False
2017-05-11,0.023475327830525,-0.018402555758183094,False,-0.01820495970545388,False,-0.02989818246739291,False,-0.026637396074563047,False
2017-05-12,0.0023715828528612006,-0.018443847869402032,False,-0.022813858508725315,False,-0.029883755968476033,False,-0.03327706175762229,False
2017-05-15,0.006005821189329099,-0.018432366248147456,False,-0.022813858508725315,False,-0.029876243003508617,False,-0.03327706175762229,False
2017-05-16,-0.001956615766497,-0.018388355226400307,False,-0.022813858508725315,False,-0.029841402232072656,False,-0.03327706175762229,False
2017-05-17,0.0004051565592946664,-0.01834557640694203,False,-0.022813858508725315,False,-0.029835193531018413,False,-0.03327706175762229,False
2017-05-18,-0.004464020655228667,-0.018362449620745583,False,-0.022813858508725315,False,-0.029847030568139872,False,-0.03327706175762229,False
2017-05-19,-0.008314841912365232,-0.018252505811484285,False,-0.01690155144891857,False,-0.029803319246127273,False,-0.024966987912975202,False
2017-05-22,0.014777446337821267,-0.018282702954776516,False,-0.01690155144891857,False,-0.029808351365772798,False,-0.024966987912975202,False
2017-05-23,-0.004610563601194533,-0.018043224407638992,False,-0.01690155144891857,False,-0.029566967825863585,False,-0.024966987912975202,False
2017-05-24,0.004967727860673432,-0.018086450708300582,False,-0.01690155144891857,False,-0.029575820838591962,False,-0.024966987912975202,False
2017-05-25,0.0027096702218585666,-0.018093039792959374,False,-0.01690155144891857,False,-0.02960764401361651,False,-0.024966987912975202,False
2017-05-26,0.016912233701207965,-0.01806572121233449,False,-0.015809912968841124,False,-0.02959409935975177,False,-0.02346172111351551,False
2017-05-29,0.012593992433750366,-0.01806406121392577,False,-0.015809912968841124,False,-0.029515635575639763,False,-0.02346172111351551,False
2017-05-30,-0.011141330000831532,-0.01801403390252573,False,-0.015809912968841124,False,-0.029438979694187774,False,-0.02346172111351551,False
2017-05-31,0.000136937756222967,-0.018137768375075813,False,-0.015809912968841124,False,-0.02954886691815308,False,-0.02346172111351551,False
2017-06-01,-0.018082147277978567,-0.01803653902187822,True,-0.015809912968841124,True,-0.029523683015605602,False,-0.02346172111351551,False
2017-06-02,0.013526859814795665,-0.018269704030667726,False,-0.02242515107388626,False,-0.029718862996177958,False,-0.03277575206769337,False
2017-06-05,-0.006034476654908899,-0.01825369768665507,False,-0.02242515107388626,False,-0.029648643261093722,False,-0.03277575206769337,False
2017-06-07,0.002908380926903566,-0.01832937649733711,False,-0.02242515107388626,False,-0.02973745983740314,False,-0.03277575206769337,False
2017-06-08,-0.002974023575703,-0.018314273026330836,False,-0.02242515107388626,False,-0.029727184482412863,False,-0.03277575206769337,False
2017-06-09,0.0076769832543333305,-0.018348650313317675,False,-0.02242515107388626,False,-0.029813790043817595,False,-0.03277575206769337,False
2017-06-12,-0.026330768417336198,-0.018289599109161697,True,-0.016682089355227112,True,-0.02982002758034947,False,-0.024573550701371703,True
2017-06-13,0.014288436930885698,-0.018616383146150745,False,-0.016682089355227112,False,-0.03021056608793604,False,-0.024573550701371703,False
2017-06-14,0.0014230643707670997,-0.018356220615437048,False,-0.016682089355227112,False,-0.0299346861540756,False,-0.024573550701371703,False
2017-06-15,0.012877681015949565,-0.018151592319551785,False,-0.016682089355227112,False,-0.02940471733834621,False,-0.024573550701371703,False
2017-06-16,-0.011298467379715366,-0.017818701992973487,False,-0.016682089355227112,False,-0.028921211420844653,False,-0.024573550701371703,False
2017-06-19,0.03606047663351443,-0.017917936752364163,False,-0.01892900881387522,False,-0.02900462697974066,False,-0.027680169516383427,False
2017-06-20,0.01957684734698133,-0.01799281753856371,False,-0.01892900881387522,False,-0.029427035944081303,False,-0.027680169516383427,False
2017-06-21,0.0037855990591812326,-0.017921097670612587,False,-0.01892900881387522,False,-0.029346628937331268,False,-0.027680169516383427,False
2017-06-22,0.016803983165181533,-0.017916519177225292,False,-0.01892900881387522,False,-0.029341662571900417,False,-0.027680169516383427,False
2017-06-23,-0.001356916982219933,-0.01793356990581609,False,-0.01892900881387522,False,-0.029339702875603692,False,-0.027680169516383427,False
2017-06-26,0.0329971201527537,-0.017905867241832178,False,-0.016731611836902263,False,-0.02933507671196877,False,-0.02471562316112907,False
2017-06-27,0.0151247714522678,-0.018016026782648555,False,-0.016731611836902263,False,-0.029610037355612004,False,-0.02471562316112907,False
2017-06-28,-0.02452542265212173,-0.017953782568417644,True,-0.016731611836902263,True,-0.029542275683856062,False,-0.02471562316112907,False
2017-06-29,0.0041156829892810675,-0.0181890573139128,False,-0.016731611836902263,False,-0.029845178308282216,False,-0.02471562316112907,False
2017-06-30,-0.0013160267783315317,-0.018189859704016226,False,-0.016731611836902263,False,-0.029846278291618726,False,-0.02471562316112907,False
2017-07-03,-0.010664554456110833,-0.01823280043857038,False,-0.017130854876330218,False,-0.029916900398894768,False,-0.025257812834512047,False
2017-07-04,-0.007034248716315,-0.018112434226693015,False,-0.017130854876330218,False,-0.02976229460784987,False,-0.025257812834512047,False
2017-07-05,0.0314555745658177,-0.018125501679042182,False,-0.017130854876330218,False,-0.02976391596757751,False,-0.025257812834512047,False
2017-07-06,0.0038357409437804663,-0.018094424087975302,False,-0.017130854876330218,False,-0.029920400666620484,False,-0.025257812834512047,False
2017-07-07,-0.0088143258343901,-0.018052230550856276,False,-0.017130854876330218,False,-0.029980262749852018,False,-0.025257812834512047,False
2017-07-10,0.007122374049804666,-0.018133280614635896,False,-0.018473418136587032,False,-0.030077774110165174,False,-0.027176052858338396,False
2017-07-11,0.0115821207570404,-0.018134594956288577,False,-0.018473418136587032,False,-0.03008998051321005,False,-0.027176052858338396,False
2017-07-12,-0.0021914014739603006,-0.018127452705040695,False,-0.018473418136587032,False,-0.03010492683681666,False,-0.027176052858338396,False
2017-07-13,0.02867137811467503,-0.018041999445144567,False,-0.018473418136587032,False,-0.030102872492307045,False,-0.027176052858338396,False
2017-07-14,0.0018247350396261002,-0.01776436066932905,False,-0.018473418136587032,False,-0.02946114372410109,False,-0.027176052858338396,False
2017-07-17,0.012393747860221866,-0.017785268929088355,False,-0.01675597356719012,False,-0.029545400786395594,False,-0.024833960491597678,False
2017-07-18,0.0029821326258563335,-0.017680851148265897,False,-0.01675597356719012,False,-0.029448179425105043,False,-0.024833960491597678,False
2017-07-19,-0.0197038744496368,-0.017639600315811372,True,-0.01675597356719012,True,-0.02952081152530632,False,-0.024833960491597678,False
2017-07-20,0.003476122704584366,-0.017769661974911775,False,-0.01675597356719012,False,-0.029671971495448892,False,-0.024833960491597678,False
2017-07-21,0.005258848028428167,-0.017779616015100436,False,-0.01675597356719012,False,-0.029757150069887807,False,-0.024833960491597678,False
2017-07-24,0.005036759106534932,-0.017763949755839212,False,-0.016996679180912917,False,-0.029857476099746413,False,-0.02511165579649386,False
2017-07-25,-0.014090111564338533,-0.017748473295142952,False,-0.016996679180912917,False,-0.02983615488579174,False,-0.02511165579649386,False
2017-07-26,-0.03837273641729446,-0.017914881903702565,True,-0.016996679180912917,True,-0.029864254263232387,True,-0.02511165579649386,True
2017-07-27,0.010524918383614267,-0.018286711767013596,False,-0.016996679180912917,False,-0.030893613176696498,False,-0.02511165579649386,False
2017-07-28,-0.04676275843302816,-0.018147653585425944,True,-0.016996679180912917,True,-0.030825295563444828,True,-0.02511165579649386,True
2017-07-31,0.015186187284225699,-0.018661223200824452,False,-0.03711795947673668,False,-0.03240535774601074,False,-0.05347885768613445,False
2017-08-01,0.007072841637143033,-0.01854774562801087,False,-0.03711795947673668,False,-0.032297654298858475,False,-0.05347885768613445,False
2017-08-02,0.029445007687611068,-0.018525853478581017,False,-0.03711795947673668,False,-0.0322530349827233,False,-0.05347885768613445,False
2017-08-03,-0.028402273936520398,-0.01864744095390078,True,-0.03711795947673668,False,-0.03236762457350464,False,-0.05347885768613445,False
2017-08-04,0.0029247304304801675,-0.018980516870654593,False,-0.03711795947673668,False,-0.032944313162577774,False,-0.05347885768613445,False
2017-08-07,-0.0012388685995052332,-0.018979497362283534,False,-0.024476045796651892,False,-0.03294346189799596,False,-0.035553436946683614,False
2017-08-08,0.005719152156176368,-0.0190115470292021,False,-0.024476045796651892,False,-0.032947502280017825,False,-0.035553436946683614,False
2017-08-09,-0.0343542421575489,-0.018974871852272493,True,-0.024476045796651892,True,-0.03307254976317809,True,-0.035553436946683614,False
2017-08-10,-0.0007355709656989334,-0.01913978079417332,False,-0.024476045796651892,False,-0.033780212233481106,False,-0.035553436946683614,False
2017-08-11,-0.029250507768335102,-0.019183041762082964,True,-0.024476045796651892,True,-0.033821928798434715,False,-0.035553436946683614,False
2017-08-14,0.03680585305450659,-0.019539061291824974,False,-0.02842604663653622,False,-0.03436395096548492,False,-0.04105041627873771,False
2017-08-16,0.017609728700231933,-0.019667477819642648,False,-0.02842604663653622,False,-0.034890636502660985,False,-0.04105041627873771,False
2017-08-17,0.006580656223546366,-0.01969545309891716,False,-0.02842604663653622,False,-0.03471327343042935,False,-0.04105041627873771,False
2017-08-18,-0.0008158723835849997,-0.019673643484316782,False,-0.02842604663653622,False,-0.03466713004473877,False,-0.04105041627873771,False
2017-08-21,0.0043226257018808,-0.019549937370163896,False,-0.02842604663653622,False,-0.03474620412754739,False,-0.04105041627873771,False
2017-08-22,0.018882520890370433,-0.019541660381726913,False,-0.023623538786823165,False,-0.03492163928939411,False,-0.0342789663426454,False
2017-08-23,0.008638824812064533,-0.01945648627566178,False,-0.023623538786823165,False,-0.03480212008097241,False,-0.0342789663426454,False
2017-08-24,0.004279218532431166,-0.019274874567233438,False,-0.023623538786823165,False,-0.03481215377666702,False,-0.0342789663426454,False
2017-08-25,-0.0020605903272390333,-0.019279310297276153,False,-0.023623538786823165,False,-0.034823708777858446,False,-0.0342789663426454,False
2017-08-28,-0.0160871734342594,-0.01924188335026734,False,-0.023623538786823165,False,-0.03493190066372947,False,-0.0342789663426454,False
2017-08-29,-0.004305369148870933,-0.01942065086585397,False,-0.02058923419340183,False,-0.0350838084751897,False,-0.029963868096881004,False
2017-08-30,0.017622727235326867,-0.01945336059014674,False,-0.02058923419340183,False,-0.03525811398650878,False,-0.029963868096881004,False
2017-08-31,0.008206239408521634,-0.019406249007572856,False,-0.02058923419340183,False,-0.03508629378230379,False,-0.029963868096881004,False
2017-09-01,0.0024821477564301664,-0.01927950389257664,False,-0.02058923419340183,False,-0.03510139214508426,False,-0.029963868096881004,False
2017-09-04,-0.012932358193818865,-0.019241635228657947,False,-0.02058923419340183,False,-0.03512107087726484,False,-0.029963868096881004,False
2017-09-05,0.009522655259431134,-0.019306292530798633,False,-0.02037840768820681,False,-0.035097961497950116,False,-0.02970928909674026,False
2017-09-06,0.01366292281481703,-0.019277716165621867,False,-0.02037840768820681,False,-0.03498674559526124,False,-0.02970928909674026,False
2017-09-07,0.007317096850596866,-0.019221950724482288,False,-0.02037840768820681,False,-0.03483655343702517,False,-0.02970928909674026,False
2017-09-08,0.0112754570864703,-0.01912645901919014,False,-0.02037840768820681,False,-0.03484622238950792,False,-0.02970928909674026,False
2017-09-11,0.027200500456679464,-0.018755180012179583,False,-0.02037840768820681,False,-0.034166162570618455,False,-0.02970928909674026,False
2017-09-12,-0.0014418452283120001,-0.01888572804243023,False,-0.01982365194817981,False,-0.03420442517132801,False,-0.029055169080094836,False
2017-09-13,0.018440923843598196,-0.01890091358223322,False,-0.01982365194817981,False,-0.034192882895030086,False,-0.029055169080094836,False
2017-09-14,0.011735445772484032,-0.018874719930140275,False,-0.01982365194817981,False,-0.03416653832729489,False,-0.029055169080094836,False
2017-09-15,0.009461077587817565,-0.018704834316138643,False,-0.01982365194817981,False,-0.03412945664258264,False,-0.029055169080094836,False
2017-09-18,0.03329964843156863,-0.018703516780451627,False,-0.01982365194817981,False,-0.03409272748519426,False,-0.029055169080094836,False
2017-09-19,-0.0006342004484718999,-0.018623236680121016,False,-0.02154701768608778,False,-0.034249698621655576,False,-0.03159736010015107,False
2017-09-20,0.000859560169323233,-0.018062633451463916,False,-0.02154701768608778,False,-0.03176688531887081,False,-0.03159736010015107,False
2017-09-21,0.004190840902196333,-0.017991460281907155,False,-0.02154701768608778,False,-0.03186103396955873,False,-0.03159736010015107,False
2017-09-25,0.022393975417031933,-0.017951629421207475,False,-0.02154701768608778,False,-0.032059850707482504,False,-0.03159736010015107,False
2017-09-26,0.0,-0.018008342089246662,False,-0.02154701768608778,False,-0.03188463372554945,False,-0.03159736010015107,False
2017-09-27,-0.03788332258763126,-0.01805152010921522,True,-0.018915499230856975,True,-0.03197845047871131,True,-0.02790575579316455,True
2017-09-28,-0.0140640100806739,-0.018484974157775187,False,-0.018915499230856975,False,-0.03303099177921666,False,-0.02790575579316455,False
2017-09-29,-0.0035835035450131,-0.01849399929447335,False,-0.018915499230856975,False,-0.03303799911460634,False,-0.02790575579316455,False
2017-10-10,0.05656095974419413,-0.01853200481595741,False,-0.018915499230856975,False,-0.032998169584301525,False,-0.02790575579316455,False
2017-10-11,0.01833833907195343,-0.018956047655623778,False,-0.018915499230856975,False,-0.034885892871265214,False,-0.02790575579316455,False
2017-10-12,-0.004364060752342334,-0.01893220904800707,False,-0.029080184188689576,False,-0.034660707950916116,False,-0.04220815595526309,False
2017-10-13,-0.012519691928682634,-0.018970547835515376,False,-0.029080184188689576,False,-0.03461399907928673,False,-0.04220815595526309,False
2017-10-16,-0.027803074309627532,-0.01903031546484064,True,-0.029080184188689576,False,-0.034593926720768935,False,-0.04220815595526309,False
2017-10-17,0.0009713524476131995,-0.019312244149940372,False,-0.029080184188689576,False,-0.03517492512485366,False,-0.04220815595526309,False
2017-10-18,-0.018278558750437764,-0.01931065467021078,False,-0.029080184188689576,False,-0.03517562308547936,False,-0.04220815595526309,False
2017-10-19,-0.020624789998241397,-0.01953157887711431,True,-0.0292492143594914,False,-0.03535960989767461,False,-0.042354447133187804,False
2017-10-20,0.018726576047656932,-0.01974998517461426,False,-0.0292492143594914,False,-0.03537989362412815,False,-0.042354447133187804,False
2017-10-23,0.025967893730045464,-0.01949326996792221,False,-0.0292492143594914,False,-0.03503410666531469,False,-0.042354447133187804,False
2017-10-24,-0.02563663188094703,-0.019292720089164505,True,-0.0292492143594914,False,-0.03474322025094098,False,-0.042354447133187804,False
2017-10-25,0.00041124150397310014,-0.01960745505618524,False,-0.0292492143594914,False,-0.03499239801218934,False,-0.042354447133187804,False
2017-10-26,-0.026954464599382534,-0.019593045657296703,True,-0.028940859580967596,False,-0.0350030978196568,False,-0.04201173631565676,False
2017-10-27,0.0021711516682907,-0.01992922832031691,False,-0.028940859580967596,False,-0.03531544943847588,False,-0.04201173631565676,False
2017-10-30,0.024454717609217032,-0.019934587254663173,False,-0.028940859580967596,False,-0.035318265529126036,False,-0.04201173631565676,False
2017-10-31,0.021943381878777833,-0.019995796291451755,False,-0.028940859580967596,False,-0.03514675017714347,False,-0.04201173631565676,False
2017-11-01,0.0537120469364053,-0.019928621173539322,False,-0.028940859580967596,False,-0.035030477713660794,False,-0.04201173631565676,False
2017-11-02,-0.007700595202327932,-0.02026633241747908,False,-0.03345722326825412,False,-0.036436321504065186,False,-0.04848135153256147,False
2017-11-03,-0.007514436359020334,-0.020325542189889197,False,-0.03345722326825412,False,-0.036365703943149356,False,-0.04848135153256147,False
2017-11-06,-0.007383145037901367,-0.02037536956358507,False,-0.03345722326825412,False,-0.03630873452077704,False,-0.04848135153256147,False
2017-11-07,-0.0007584905008560005,-0.020482682003056432,False,-0.03345722326825412,False,-0.03624288332577228,False,-0.04848135153256147,False
2017-11-08,0.007119277468761199,-0.020464654144597465,False,-0.03345722326825412,False,-0.03625803252726901,False,-0.04848135153256147,False
2017-11-09,-0.0049431007723928,-0.020455230334322776,False,-0.030862112606947892,False,-0.036225489595531804,False,-0.04483013066947024,False
2017-11-10,-0.0020204560000592663,-0.02053486607035407,False,-0.030862112606947892,False,-0.036375170238865925,False,-0.04483013066947024,False
2017-11-13,-0.011974608163120234,-0.020536648810619684,False,-0.030862112606947892,False,-0.036373449831859854,False,-0.04483013066947024,False
2017-11-14,0.004039738154042567,-0.020706747759179092,False,-0.030862112606947892,False,-0.03641047531435063,False,-0.04483013066947024,False
2017-11-15,-0.003710795910562833,-0.02052598379590342,False,-0.030862112606947892,False,-0.036501298961660184,False,-0.04483013066947024,False
2017-11-16,0.0015867510643391,-0.02053791916207281,False,-0.02602207135997105,False,-0.03648790189429914,False,-0.03798200994481265,False
2017-11-17,0.0091418786687278,-0.020540665746451796,False,-0.02602207135997105,False,-0.036488690352521926,False,-0.03798200994481265,False
2017-11-20,-0.015796442616728766,-0.020540435166215856,False,-0.02602207135997105,False,-0.03648478543118583,False,-0.03798200994481265,False
2017-11-21,0.01821266019944643,-0.020719480664582113,False,-0.02602207135997105,False,-0.03639718268518979,False,-0.03798200994481265,False
2017-11-22,0.024515110907720666,-0.02038257271724056,False,-0.02602207135997105,False,-0.03579444844370902,False,-0.03798200994481265,False
2017-11-23,-0.009200849614823566,-0.02039918178152424,False,-0.02626082117955372,False,-0.035822274017726904,False,-0.038359382612342306,False
2017-11-24,0.006862568915950933,-0.02022011917060436,False,-0.02626082117955372,False,-0.03555913434129283,False,-0.038359382612342306,False
2017-11-27,-0.03997706459394867,-0.020062695874822026,True,-0.02626082117955372,True,-0.03559199664780297,True,-0.038359382612342306,True
