confidence_level,lookback_days,horizon_days,assume_mean_zero,sigma_1d,sigma_h,left_tail_prob,q_left,var_return,var_krw
0.95,30,5,True,0.04849366861413129,0.10843513949954559,0.050000000000000044,-1.6448536269514722,-0.1783599324948164,-1783599.3249481642
